time_stamp,humidity,temperature,pressure,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2025-07-05T05:30:00Z,61,71,1017.31,18.8,20.0,17.6
2025-07-05T10:00:00Z,65,68,1017.16,19.0,20.1,17.8
2025-07-05T00:00:00Z,47,81,1015.74,13.0,13.5,12.4
2025-07-05T16:00:00Z,39,87,1018.44,79.4,83.1,75.7
2025-07-05T02:30:00Z,59,73,1015.88,18.3,19.5,17.1
2025-07-05T14:00:00Z,61,71,1018.31,153.0,158.7,147.4
2025-06-02T02:00:00Z,56,73,1011.98,12.3,12.9,11.6
2025-06-02T12:00:00Z,60,69,1013.97,22.7,24.1,21.4
2025-08-05T12:30:00Z,72,68,1014.24,34.5,35.7,33.3
2025-08-05T12:00:00Z,72,68,1014.06,32.2,33.4,31.0
2025-08-05T00:00:00Z,51,82,1012.32,29.4,30.5,28.3
2025-08-03T04:00:00Z,68,69,1017.27,27.1,28.4,25.8
2025-08-03T02:00:00Z,62,73,1016.5,18.6,19.8,17.4
2025-07-21T11:30:00Z,66,72,1014.55,22.9,24.1,21.6
2025-07-21T13:30:00Z,65,72,1015.32,22.8,23.9,21.7
2025-07-18T12:30:00Z,62,69,1015.01,17.1,17.6,16.6
2025-07-18T20:30:00Z,36,90,1015.15,5.4,5.7,5.1
2025-07-18T04:00:00Z,61,71,1013.91,5.9,6.4,5.5
2025-07-18T03:30:00Z,59,72,1013.45,5.0,5.5,4.6
2025-07-20T23:30:00Z,47,82,1013.83,13.4,14.0,12.8
2025-06-16T00:00:00Z,44,80,1010.91,13.6,14.5,12.6
2025-07-24T00:30:00Z,51,77,1016.45,9.9,10.5,9.3
2025-07-24T14:00:00Z,65,71,1019.02,14.9,15.8,13.9
2025-07-24T19:00:00Z,37,90,1019.34,13.1,13.7,12.4
2025-07-04T16:00:00Z,46,81,1016.95,22.1,23.4,20.9
2025-07-04T21:00:00Z,35,89,1016.72,23.2,24.3,22.1
2025-07-04T14:30:00Z,57,74,1016.36,28.6,29.9,27.4
2025-07-04T07:00:00Z,58,73,1014.95,23.5,24.8,22.2
2025-06-17T18:00:00Z,27,98,1011.27,10.3,11.0,9.7
2025-06-17T06:30:00Z,61,70,1011.02,16.9,18.4,15.3
2025-06-12T05:00:00Z,61,70,1012.42,19.3,19.9,18.6
2025-06-12T09:30:00Z,61,70,1011.36,37.1,38.1,36.2
2025-06-12T20:30:00Z,36,88,1011.52,11.6,12.2,11.0
2025-06-12T06:00:00Z,62,69,1012.2,22.8,23.6,22.0
2025-07-16T23:00:00Z,42,83,1012.97,2.8,3.0,2.6
2025-07-16T22:30:00Z,39,86,1013.01,2.7,2.9,2.5
2025-07-16T16:00:00Z,44,80,1015.17,6.6,7.0,6.2
2025-07-16T08:00:00Z,56,72,1013.99,12.3,13.2,11.4
2025-07-19T14:30:00Z,57,75,1016.62,10.8,11.5,10.2
2025-07-19T11:30:00Z,60,73,1015.25,15.5,16.7,14.4
2025-07-19T09:00:00Z,61,72,1015.79,12.2,13.1,11.4
2025-06-06T15:00:00Z,57,70,1014.25,12.3,13.1,11.5
2025-05-16T19:00:00Z,32,87,1014.74,8.9,9.7,8.2
2025-05-16T16:30:00Z,50,71,1015.2,21.5,22.7,20.3
2025-05-16T19:30:00Z,33,85,1014.47,8.8,9.3,8.4
2025-06-05T09:00:00Z,60,69,1012.57,11.0,11.9,10.1
2025-06-05T05:30:00Z,56,71,1013.12,14.3,15.1,13.5
2025-06-05T11:00:00Z,61,69,1012.44,9.5,10.1,9.0
2025-05-12T00:00:00Z,43,79,1010.47,10.0,10.6,9.4
2025-05-12T08:00:00Z,61,68,1012.69,12.7,13.4,12.1
2025-05-12T13:30:00Z,61,68,1013.51,15.0,15.8,14.3
2025-05-12T01:30:00Z,53,75,1010.17,12.1,12.9,11.4
2025-06-23T17:00:00Z,35,89,1013.87,10.4,11.1,9.7
2025-06-13T15:30:00Z,50,75,1012.26,19.7,20.7,18.6
2025-06-22T12:30:00Z,61,66,1012.41,15.5,16.8,14.1
2025-06-01T20:00:00Z,39,87,1012.94,31.9,32.8,31.0
2025-06-01T02:30:00Z,59,72,1013.5,22.4,23.4,21.4
2025-06-01T15:00:00Z,40,86,1014.48,31.7,32.8,30.7
2025-06-01T22:00:00Z,41,84,1011.47,18.9,19.6,18.2
2025-06-20T02:00:00Z,53,75,1009.8,12.2,13.1,11.3
2025-06-20T08:30:00Z,61,70,1009.36,17.6,18.8,16.3
2025-06-20T22:00:00Z,39,85,1010.49,10.5,11.1,9.9
2025-06-20T01:30:00Z,50,76,1009.8,11.7,12.3,11.1
2025-06-20T03:30:00Z,57,72,1009.86,12.6,13.6,11.5
2025-06-20T10:00:00Z,60,70,1009.34,24.0,25.3,22.6
2025-07-10T13:30:00Z,59,71,1013.53,14.7,15.6,13.8
2025-05-27T00:00:00Z,46,77,1014.25,12.4,13.0,11.8
2025-05-27T01:00:00Z,47,76,1014.06,13.4,13.9,13.0
2025-05-27T11:00:00Z,54,70,1014.53,9.1,9.7,8.6
2025-05-27T10:30:00Z,53,69,1014.51,8.0,8.7,7.4
2025-07-15T05:30:00Z,59,71,1014.1,13.6,14.3,12.8
2025-07-15T02:00:00Z,54,73,1012.63,7.7,8.2,7.2
2025-07-15T20:30:00Z,36,89,1015.03,3.7,3.8,3.5
2025-07-15T22:30:00Z,41,84,1013.71,4.7,5.0,4.4
2025-06-25T03:00:00Z,56,72,1014.84,10.8,11.5,10.0
2025-08-07T18:00:00Z,33,97,1015.1,20.4,21.2,19.6
2025-08-07T22:00:00Z,45,87,1013.42,28.3,29.3,27.2
2025-08-07T04:00:00Z,60,73,1015.02,15.9,16.9,14.9
2025-08-07T05:30:00Z,62,72,1015.28,15.9,17.2,14.7
2025-08-07T04:30:00Z,62,72,1015.26,15.7,17.0,14.5
2025-08-08T01:30:00Z,53,78,1012.42,11.0,11.6,10.4
2025-05-21T01:30:00Z,49,76,1011.26,11.5,12.0,11.0
2025-07-22T09:00:00Z,60,71,1014.53,4.9,5.2,4.5
2025-07-22T02:00:00Z,57,74,1013.63,6.9,7.5,6.4
2025-05-11T18:00:00Z,26,96,1012.47,10.3,11.1,9.6
2025-05-11T10:30:00Z,61,66,1011.2,14.3,15.0,13.6
2025-05-11T04:30:00Z,56,71,1011.44,16.5,17.9,15.2
2025-06-08T03:30:00Z,60,68,1015.4,7.3,7.9,6.6
2025-06-08T10:30:00Z,62,66,1014.81,10.8,11.1,10.5
2025-06-10T21:00:00Z,36,87,1013.56,30.7,31.5,29.9
2025-06-10T00:00:00Z,47,78,1012.13,15.9,16.5,15.3
2025-06-10T01:30:00Z,52,74,1012.26,22.8,24.0,21.7
2025-06-14T07:00:00Z,60,70,1012.03,23.3,24.5,22.2
2025-06-14T01:30:00Z,51,76,1011.14,14.5,14.9,14.1
2025-06-14T04:30:00Z,59,70,1011.92,18.8,19.6,18.0
2025-08-01T17:00:00Z,46,84,1019.15,32.0,33.1,31.0
2025-08-01T10:00:00Z,67,71,1017.25,14.2,15.3,13.2
2025-08-01T06:30:00Z,70,69,1016.89,8.1,8.7,7.4
2025-08-01T21:30:00Z,41,87,1018.39,10.5,11.1,9.9
2025-08-01T07:00:00Z,69,70,1016.97,8.4,9.3,7.5
2025-05-24T09:00:00Z,56,70,1014.01,9.6,10.4,8.8
2025-05-24T00:30:00Z,45,77,1012.55,12.8,13.4,12.3
2025-07-01T02:30:00Z,60,71,1010.57,12.2,13.0,11.4
2025-07-31T07:00:00Z,66,69,1014.88,7.9,8.5,7.3
2025-07-27T18:30:00Z,31,94,1016.1,7.0,7.3,6.6
2025-07-27T08:30:00Z,71,67,1015.06,6.6,7.3,5.9
2025-07-27T16:00:00Z,53,76,1016.29,27.5,28.7,26.3
2025-07-27T13:30:00Z,64,70,1015.88,10.4,11.2,9.5
2025-06-11T08:00:00Z,62,69,1013.78,29.5,30.6,28.4
2025-06-11T19:30:00Z,34,90,1013.45,13.2,13.7,12.7
2025-06-11T11:30:00Z,62,70,1012.94,43.5,44.4,42.5
2025-06-11T11:00:00Z,62,70,1012.8,42.2,43.2,41.2
2025-06-11T09:30:00Z,64,69,1013.2,36.7,38.0,35.4
2025-05-15T20:30:00Z,28,91,1015.69,6.0,6.6,5.4
2025-07-14T04:00:00Z,61,70,1014.6,6.9,7.4,6.4
2025-07-14T06:00:00Z,62,70,1015.14,7.9,8.6,7.2
2025-07-14T16:00:00Z,53,75,1015.6,38.5,39.8,37.2
2025-05-25T09:00:00Z,62,67,1015.44,10.5,11.4,9.7
2025-05-25T23:00:00Z,40,81,1016.1,8.8,9.2,8.4
2025-05-22T18:00:00Z,33,90,1014.13,26.3,27.3,25.3
2025-05-22T17:00:00Z,32,92,1013.94,36.3,37.5,35.2
2025-06-03T16:30:00Z,50,76,1015.6,8.0,8.5,7.6
2025-06-03T07:00:00Z,58,69,1016.07,9.0,9.7,8.2
2025-06-03T05:00:00Z,56,70,1015.87,10.0,10.6,9.3
2025-06-03T20:00:00Z,40,82,1015.03,6.1,6.5,5.8
2025-06-03T11:30:00Z,65,67,1015.26,13.0,13.4,12.5
2025-05-20T19:30:00Z,30,93,1013.5,15.6,16.4,14.8
2025-06-18T04:30:00Z,61,72,1009.42,11.2,12.3,10.0
2025-06-18T10:30:00Z,65,68,1009.25,13.8,14.6,13.1
2025-06-19T16:30:00Z,34,88,1011.2,15.6,16.5,14.7
2025-05-30T15:30:00Z,35,88,1015.85,24.4,25.7,23.2
2025-05-30T14:30:00Z,39,85,1015.52,17.6,18.5,16.7
2025-05-30T01:00:00Z,48,76,1012.8,11.3,11.9,10.7
2025-07-07T00:30:00Z,49,79,1012.5,13.7,14.4,13.0
2025-07-07T04:30:00Z,64,68,1013.42,12.4,13.2,11.5
2025-07-26T03:00:00Z,63,70,1014.6,3.1,3.4,2.9
2025-07-26T01:30:00Z,54,75,1014.28,3.5,3.7,3.3
2025-07-26T20:30:00Z,34,88,1015.68,2.0,2.2,1.8
2025-07-30T23:00:00Z,46,82,1014.09,13.0,13.7,12.3
2025-07-08T02:00:00Z,55,73,1014.89,8.9,9.4,8.3
2025-07-08T08:00:00Z,66,67,1017.09,6.1,6.7,5.5
2025-07-08T13:30:00Z,62,71,1017.71,17.7,18.7,16.7
2025-07-08T14:30:00Z,47,80,1018.55,16.0,17.1,15.0
2025-05-14T00:00:00Z,43,73,1014.33,4.0,4.3,3.7
2025-05-14T01:00:00Z,47,70,1014.33,5.5,6.0,5.0
2025-07-03T23:30:00Z,44,82,1012.98,8.1,8.4,7.9
2025-07-03T01:30:00Z,51,74,1010.05,8.5,8.9,8.0
2025-06-26T03:00:00Z,58,72,1013.11,13.5,14.5,12.6
2025-06-26T10:30:00Z,60,70,1013.67,39.5,40.5,38.6
2025-06-26T17:00:00Z,37,87,1014.3,34.7,35.8,33.5
2025-07-06T06:30:00Z,67,68,1016.0,15.5,16.5,14.5
2025-06-24T11:00:00Z,59,70,1014.31,13.7,14.6,12.9
2025-05-13T07:30:00Z,58,63,1014.33,2.3,2.6,2.1
2025-05-13T07:00:00Z,59,64,1014.27,2.6,2.9,2.4
2025-07-11T20:30:00Z,36,89,1014.32,12.6,13.1,12.1
2025-07-11T19:30:00Z,35,90,1014.67,11.3,11.8,10.7
2025-07-11T02:30:00Z,58,74,1011.51,9.5,10.2,8.7
2025-07-11T21:00:00Z,37,88,1014.14,15.5,16.3,14.6
2025-06-27T00:30:00Z,47,79,1011.88,17.1,17.8,16.3
2025-06-27T15:30:00Z,49,78,1014.15,46.5,47.9,45.2
2025-07-02T10:30:00Z,61,68,1010.87,17.2,18.0,16.5
2025-07-02T12:00:00Z,59,69,1011.19,20.2,21.1,19.3
2025-05-29T09:30:00Z,55,70,1014.32,21.6,22.5,20.7
2025-05-29T06:30:00Z,55,70,1015.59,14.1,14.5,13.7
2025-05-29T19:00:00Z,31,91,1014.67,10.8,11.2,10.3
2025-05-29T14:30:00Z,57,70,1014.32,12.7,13.4,12.0
2025-07-17T19:00:00Z,31,94,1014.42,4.5,4.8,4.2
2025-07-17T13:00:00Z,64,68,1013.95,11.7,12.2,11.1
2025-05-23T03:30:00Z,61,70,1013.67,15.9,17.3,14.6
2025-05-31T22:30:00Z,44,84,1013.48,32.9,33.7,32.0
2025-05-31T07:30:00Z,61,71,1014.82,20.9,21.9,19.8
2025-05-31T00:30:00Z,47,80,1011.7,12.6,13.3,12.0
2025-06-29T09:00:00Z,64,70,1014.87,23.7,24.9,22.5
2025-06-29T06:00:00Z,64,71,1014.19,22.5,23.8,21.2
2025-05-17T15:00:00Z,50,68,1015.55,12.3,13.0,11.7
2025-05-17T22:30:00Z,39,79,1014.54,8.6,9.2,8.1
2025-06-04T15:30:00Z,64,69,1013.6,10.7,11.6,9.8
2025-06-04T12:30:00Z,63,68,1012.88,12.1,13.0,11.3
2025-08-04T19:00:00Z,34,93,1014.54,33.1,33.8,32.4
2025-08-04T16:30:00Z,44,85,1014.84,41.3,42.4,40.1
2025-08-04T09:00:00Z,69,68,1013.44,19.0,20.1,18.0
2025-08-04T06:00:00Z,69,69,1013.6,17.4,18.4,16.4
2025-07-09T03:00:00Z,61,70,1015.96,8.8,9.7,7.8
2025-07-09T22:00:00Z,37,86,1015.47,2.9,3.1,2.6
2025-07-09T03:30:00Z,63,69,1016.12,8.9,9.6,8.2
2025-07-28T09:00:00Z,70,67,1016.5,5.9,6.5,5.3
2025-06-07T14:30:00Z,55,69,1015.82,10.3,11.1,9.6
2025-05-28T22:30:00Z,49,74,1015.26,8.7,9.1,8.4
2025-05-28T03:30:00Z,57,69,1015.13,12.6,13.3,12.0
2025-05-28T09:30:00Z,57,69,1015.0,18.8,19.7,17.9
2025-05-26T14:30:00Z,54,70,1015.96,17.2,17.8,16.6
2025-05-26T16:30:00Z,50,73,1016.14,19.1,20.1,18.1
2025-05-26T03:00:00Z,55,69,1016.23,12.6,13.6,11.5
2025-08-02T00:00:00Z,50,80,1017.98,15.2,16.1,14.4
2025-06-30T05:30:00Z,66,68,1012.22,12.0,12.9,11.0
2025-06-30T04:30:00Z,65,69,1012.19,9.7,10.5,9.0
2025-07-25T16:00:00Z,51,76,1017.22,6.9,7.3,6.5
2025-06-09T22:00:00Z,42,82,1013.06,13.7,14.2,13.1
2025-06-09T03:30:00Z,59,69,1013.47,14.9,15.4,14.5
2025-07-29T15:00:00Z,61,73,1018.94,36.0,37.1,34.9
2025-07-29T11:00:00Z,68,69,1017.49,20.7,21.9,19.5
2025-07-29T15:30:00Z,57,75,1019.04,34.9,36.2,33.6
2025-07-29T08:00:00Z,70,67,1017.21,8.6,9.5,7.8
2025-07-29T20:00:00Z,36,90,1017.54,10.7,11.3,10.2
2025-07-29T22:30:00Z,44,83,1016.98,7.5,7.9,7.2
2025-07-29T22:00:00Z,42,84,1017.36,9.3,9.9,8.7
2025-07-12T20:30:00Z,37,88,1016.15,12.4,13.0,11.8
2025-07-12T05:30:00Z,60,71,1014.59,23.0,24.0,21.9
2025-07-12T21:00:00Z,36,88,1015.87,12.4,12.9,12.0
2025-07-05T04:30:00Z,63,70,1017.05,19.4,20.2,18.5
2025-07-05T21:30:00Z,38,87,1016.96,32.0,33.0,31.0
2025-07-05T04:00:00Z,62,71,1016.74,18.3,19.3,17.2
2025-06-02T11:30:00Z,60,69,1013.83,23.1,24.4,21.7
2025-06-02T22:00:00Z,38,83,1015.0,7.9,8.4,7.4
2025-06-02T05:30:00Z,58,70,1014.06,8.6,9.3,7.9
2025-06-02T22:30:00Z,39,82,1014.74,8.5,8.9,8.0
2025-08-05T05:30:00Z,69,71,1013.18,18.4,19.9,16.8
2025-08-05T03:30:00Z,66,73,1012.54,22.2,23.8,20.5
2025-08-03T14:00:00Z,69,69,1017.06,41.9,42.7,41.0
2025-08-03T15:00:00Z,57,76,1017.26,42.0,43.3,40.7
2025-07-21T03:00:00Z,60,72,1013.98,13.4,14.2,12.7
2025-07-21T19:00:00Z,51,79,1015.98,13.8,14.5,13.2
2025-07-18T09:00:00Z,62,70,1014.18,9.9,10.7,9.1
2025-07-18T05:00:00Z,62,71,1014.32,7.5,8.0,7.0
2025-07-20T01:30:00Z,50,78,1014.76,13.4,14.1,12.7
2025-06-16T00:30:00Z,47,79,1010.85,13.2,14.2,12.3
2025-06-16T23:30:00Z,42,82,1011.57,13.0,13.9,12.1
2025-06-16T03:30:00Z,60,71,1011.51,15.8,17.1,14.6
2025-07-24T12:00:00Z,74,66,1018.01,6.1,6.5,5.7
2025-07-24T13:30:00Z,71,68,1018.73,12.7,13.4,12.0
2025-07-24T08:00:00Z,71,67,1017.64,8.9,9.7,8.2
2025-07-04T12:30:00Z,56,73,1015.51,33.8,34.6,33.1
2025-07-04T01:30:00Z,51,76,1013.15,11.7,12.3,11.1
2025-07-04T18:00:00Z,31,94,1017.14,18.0,18.9,17.0
2025-07-04T09:00:00Z,58,72,1014.83,27.9,29.1,26.6
2025-06-17T10:30:00Z,63,66,1010.93,16.1,17.5,14.7
2025-06-12T10:00:00Z,61,70,1011.18,37.1,37.9,36.4
2025-07-16T21:30:00Z,34,88,1013.32,2.9,3.1,2.7
2025-07-19T00:30:00Z,49,80,1013.59,10.0,10.5,9.6
2025-07-19T22:30:00Z,43,85,1014.68,12.2,12.8,11.6
2025-07-19T13:30:00Z,60,73,1015.92,12.0,13.0,10.9
2025-07-19T11:00:00Z,60,73,1015.27,15.0,15.9,14.1
2025-06-06T10:00:00Z,58,69,1012.78,7.7,8.4,7.0
2025-05-16T01:00:00Z,49,73,1013.92,9.4,10.1,8.8
2025-06-05T11:30:00Z,61,69,1012.48,9.3,10.1,8.6
2025-06-05T06:00:00Z,58,70,1013.06,14.6,15.5,13.8
2025-06-05T05:00:00Z,55,71,1013.02,14.9,15.6,14.2
2025-05-12T05:30:00Z,61,69,1012.58,12.4,13.1,11.7
2025-05-12T09:30:00Z,62,67,1012.64,11.1,11.9,10.2
2025-05-12T11:00:00Z,63,66,1012.46,8.7,9.4,7.9
2025-07-13T12:00:00Z,66,69,1015.56,20.1,21.2,19.1
2025-07-13T20:00:00Z,37,88,1016.18,8.5,8.8,8.3
2025-07-13T17:30:00Z,55,76,1016.96,9.5,10.0,9.0
2025-07-13T10:00:00Z,64,70,1015.24,19.9,20.8,19.1
2025-07-13T19:00:00Z,43,84,1016.5,8.1,8.4,7.9
2025-06-23T15:00:00Z,42,79,1014.07,13.4,14.2,12.5
2025-06-23T19:00:00Z,30,92,1014.39,8.9,9.5,8.3
2025-06-23T12:30:00Z,64,66,1013.22,14.2,15.3,13.2
2025-06-23T21:00:00Z,34,87,1013.95,8.7,9.1,8.2
2025-06-22T13:30:00Z,52,73,1013.07,15.0,15.8,14.2
2025-06-22T05:00:00Z,58,69,1011.26,11.5,12.7,10.3
2025-06-22T12:00:00Z,62,65,1012.28,15.0,16.2,13.8
2025-06-01T15:30:00Z,42,84,1014.86,27.4,28.3,26.5
2025-06-01T12:30:00Z,65,69,1013.42,35.1,36.0,34.2
2025-06-20T06:30:00Z,59,71,1010.18,14.2,15.6,12.8
2025-07-10T04:00:00Z,60,69,1014.25,11.1,11.8,10.3
2025-07-10T18:00:00Z,33,93,1013.78,7.3,7.6,6.9
2025-05-27T12:00:00Z,55,69,1014.58,15.5,16.3,14.6
2025-05-27T21:30:00Z,37,85,1014.75,11.3,11.7,10.9
2025-05-27T12:30:00Z,54,70,1014.77,14.6,15.5,13.8
2025-05-27T16:00:00Z,46,75,1015.55,16.3,17.3,15.4
2025-05-27T03:30:00Z,57,69,1014.44,15.1,15.9,14.3
2025-06-25T09:30:00Z,60,69,1015.26,11.2,11.9,10.4
2025-06-25T07:00:00Z,58,69,1015.71,9.8,10.7,9.0
2025-06-25T17:00:00Z,37,85,1016.19,15.3,15.9,14.7
2025-06-25T21:30:00Z,36,87,1014.24,15.6,16.2,14.9
2025-08-07T16:00:00Z,37,93,1015.22,16.2,17.0,15.4
2025-05-18T02:00:00Z,52,69,1013.48,4.5,4.9,4.2
2025-05-18T00:30:00Z,45,74,1013.68,4.5,4.7,4.2
2025-05-21T05:30:00Z,62,70,1012.35,13.4,14.6,12.2
2025-05-21T02:30:00Z,52,73,1011.39,10.3,11.2,9.5
2025-07-22T07:00:00Z,59,72,1015.06,6.1,6.5,5.6
2025-07-22T23:00:00Z,45,82,1014.48,6.7,7.1,6.4
2025-07-22T04:30:00Z,63,70,1015.02,7.9,8.7,7.2
2025-05-11T15:00:00Z,43,83,1011.36,17.8,19.0,16.6
2025-05-11T23:30:00Z,41,81,1010.56,11.2,11.7,10.6
2025-05-11T01:00:00Z,48,78,1010.05,14.4,15.3,13.4
2025-05-11T07:30:00Z,61,69,1012.12,14.3,15.1,13.4
2025-06-08T16:30:00Z,58,71,1016.2,12.1,12.7,11.4
2025-06-10T14:30:00Z,57,72,1014.61,33.5,34.3,32.8
2025-06-10T09:30:00Z,63,69,1013.5,33.8,34.8,32.7
2025-06-14T21:30:00Z,40,86,1012.92,21.4,22.4,20.4
2025-06-14T22:00:00Z,40,86,1012.6,25.3,26.5,24.2
2025-08-01T03:00:00Z,63,71,1015.26,8.0,8.6,7.4
2025-08-01T12:00:00Z,68,70,1017.56,15.9,17.1,14.7
2025-05-24T13:00:00Z,56,70,1014.26,11.4,12.3,10.6
2025-05-24T11:00:00Z,57,70,1013.95,10.6,11.5,9.7
2025-07-01T21:00:00Z,36,85,1011.53,15.5,16.0,14.9
2025-07-01T10:30:00Z,60,68,1011.81,14.5,14.9,14.1
2025-07-27T00:00:00Z,43,81,1014.43,5.3,5.7,4.9
2025-07-27T03:30:00Z,65,69,1014.57,9.9,10.6,9.1
2025-06-11T20:30:00Z,37,87,1013.12,7.9,8.1,7.7
2025-05-15T12:30:00Z,60,61,1015.08,12.6,13.4,11.8
2025-05-15T14:00:00Z,51,69,1015.68,14.2,15.2,13.2
2025-07-14T05:30:00Z,62,70,1015.06,7.3,7.9,6.8
2025-07-14T09:00:00Z,64,68,1014.94,11.5,12.1,10.8
2025-07-14T04:30:00Z,62,70,1014.85,8.1,8.6,7.6
2025-05-25T11:00:00Z,58,68,1015.5,9.1,9.8,8.5
2025-05-25T02:00:00Z,50,72,1014.92,10.6,11.2,10.1
2025-05-25T13:00:00Z,56,68,1016.01,9.7,10.4,9.0
2025-08-08T03:30:00Z,62,73,1012.43,12.3,12.9,11.6
2025-05-22T22:00:00Z,40,83,1013.42,13.1,14.1,12.2
2025-05-22T13:30:00Z,64,69,1013.0,41.6,42.8,40.3
2025-05-22T23:00:00Z,43,81,1013.13,12.8,13.6,11.9
2025-06-03T20:30:00Z,39,83,1014.75,5.6,5.9,5.3
2025-06-21T05:30:00Z,56,69,1010.54,13.2,14.4,12.1
2025-05-20T09:30:00Z,66,66,1013.3,19.1,20.3,17.9
2025-05-20T03:30:00Z,63,69,1013.15,16.7,17.5,15.9
2025-05-20T14:00:00Z,44,81,1013.89,18.7,19.8,17.7
2025-06-18T12:30:00Z,64,66,1009.68,13.9,14.8,13.0
2025-06-18T15:30:00Z,32,93,1009.86,14.3,15.1,13.5
2025-06-18T13:00:00Z,64,68,1009.9,14.8,15.9,13.8
2025-06-19T09:30:00Z,63,72,1009.8,11.5,12.4,10.5
2025-06-19T06:30:00Z,63,70,1010.12,10.7,11.6,9.8
2025-06-19T02:30:00Z,55,74,1009.15,9.1,9.6,8.5
2025-06-19T07:30:00Z,66,69,1009.96,11.2,12.4,10.1
2025-05-30T08:00:00Z,61,67,1013.99,15.6,16.3,14.9
2025-05-30T07:00:00Z,61,68,1014.53,14.9,15.5,14.3
2025-05-30T11:00:00Z,64,66,1011.33,22.5,23.2,21.7
2025-05-30T18:00:00Z,28,96,1014.77,11.1,11.5,10.6
2025-07-07T23:30:00Z,44,80,1014.84,14.3,14.7,13.8
2025-07-07T19:30:00Z,30,92,1015.46,26.6,27.5,25.6
2025-07-26T08:30:00Z,67,68,1016.07,3.0,3.3,2.6
2025-07-26T13:00:00Z,60,71,1015.06,6.3,6.9,5.7
2025-07-30T12:30:00Z,68,69,1016.2,27.2,28.6,25.8
2025-07-30T01:00:00Z,55,76,1015.94,14.7,15.4,14.0
2025-07-08T21:00:00Z,35,88,1018.0,6.2,6.6,5.8
2025-07-08T09:00:00Z,66,66,1016.92,6.8,7.4,6.2
2025-05-14T01:30:00Z,51,68,1014.39,6.1,6.6,5.5
2025-05-14T11:30:00Z,60,61,1015.83,6.9,7.4,6.5
2025-05-14T10:00:00Z,60,62,1015.98,6.5,6.9,6.1
2025-06-15T17:30:00Z,30,95,1013.07,18.1,19.1,17.0
2025-06-15T19:30:00Z,30,95,1012.38,14.5,15.2,13.8
2025-07-03T05:30:00Z,58,71,1012.16,16.9,17.9,15.8
2025-07-03T06:30:00Z,59,71,1012.09,18.7,19.3,18.0
2025-06-26T07:30:00Z,62,69,1014.35,20.6,21.4,19.8
2025-06-26T23:00:00Z,41,84,1012.5,14.4,15.1,13.8
2025-06-26T01:30:00Z,52,75,1012.87,10.5,11.1,10.0
2025-07-06T06:00:00Z,67,68,1016.08,15.9,17.0,14.9
2025-07-06T20:30:00Z,35,89,1014.36,13.6,14.2,12.9
2025-05-13T10:00:00Z,57,62,1014.07,4.1,4.5,3.7
2025-05-13T02:00:00Z,50,69,1012.06,4.6,5.1,4.2
2025-07-11T11:00:00Z,66,67,1013.14,16.0,17.1,14.9
2025-06-27T15:00:00Z,54,75,1014.11,46.5,47.7,45.3
2025-06-27T06:00:00Z,61,70,1013.13,18.7,19.5,18.0
2025-07-02T00:30:00Z,49,77,1010.12,10.7,11.2,10.2
2025-07-02T22:30:00Z,40,81,1011.14,6.9,7.2,6.5
2025-05-29T07:00:00Z,55,70,1015.65,14.6,15.2,14.0
2025-05-29T19:30:00Z,31,90,1014.71,11.2,11.8,10.7
2025-07-17T00:30:00Z,46,78,1012.75,2.9,3.1,2.8
2025-07-23T02:30:00Z,59,72,1014.58,6.0,6.5,5.5
2025-07-23T08:00:00Z,63,69,1016.66,5.6,6.1,5.1
2025-05-23T20:30:00Z,33,87,1014.15,9.0,9.4,8.6
2025-05-23T04:00:00Z,61,70,1013.86,16.3,17.4,15.2
2025-05-23T15:00:00Z,55,71,1014.14,29.6,30.6,28.5
2025-05-23T01:00:00Z,50,76,1013.14,13.1,14.2,12.0
2025-05-23T16:30:00Z,40,81,1014.31,19.8,21.0,18.6
2025-05-31T20:30:00Z,37,89,1013.42,41.3,42.4,40.2
2025-05-31T22:00:00Z,42,85,1013.67,37.5,38.5,36.4
2025-05-31T13:30:00Z,64,70,1014.76,32.4,32.9,31.9
2025-06-29T20:00:00Z,33,89,1014.95,10.2,10.7,9.7
2025-06-29T01:00:00Z,52,77,1013.1,14.3,15.0,13.6
2025-06-29T21:30:00Z,37,86,1014.02,6.3,6.6,6.0
2025-06-29T17:30:00Z,33,91,1015.41,21.7,22.6,20.8
2025-06-29T15:30:00Z,42,83,1015.52,23.2,24.3,22.2
2025-06-29T21:00:00Z,36,87,1014.42,6.6,6.9,6.3
2025-05-17T17:30:00Z,52,69,1015.63,11.8,12.6,11.0
2025-05-17T11:30:00Z,51,68,1014.73,16.1,17.0,15.2
2025-05-17T06:30:00Z,53,68,1015.08,15.4,16.1,14.6
2025-05-17T13:00:00Z,54,67,1014.85,14.8,15.4,14.2
2025-05-17T19:00:00Z,53,70,1015.71,9.6,10.4,8.8
2025-06-04T05:30:00Z,61,69,1013.31,7.8,8.4,7.1
2025-06-04T03:00:00Z,59,69,1013.06,7.7,8.5,7.0
2025-06-04T19:00:00Z,40,82,1013.13,6.1,6.4,5.7
2025-08-04T06:30:00Z,69,68,1013.59,17.7,19.0,16.5
2025-08-04T11:00:00Z,70,67,1013.64,20.6,22.1,19.1
2025-07-09T04:00:00Z,63,69,1016.37,8.2,8.9,7.4
